product.sku;product_description.name.hu;product.weight;product.weight_class_id;product.image;product_to_category.category_name;product.manufacturer_id;product.product_class_id;attr_values.anyag.hu;attr_values.rogzites.hu;attr_values.csaptipus.hu;attr_values.szemforma.hu;attr_values.osztas;attr_values.belsoheveder;attr_values.gorgoatmero;attr_values.csapatmero;attr_values.csaphossz;attr_values.huvelyatmero;attr_values.fogszam;attr_values.fogedzett.hu;attr_values.kivitel.hu;attr_values.hevederek_szama.hu;attr_values.lanckerektipus.hu;attr_values.feluletkezeles.hu;product_special.price;product_special.date_start;product_special.date_end;product_description.short_description.hu;product.quantity_2;product.alapar;product.tax_class_id;product_description.quantity_name.hu;product_image.image.0;attr_values.huzal_atmero;attr_values.belso_hossz
N-KR-10-08B1_Z34;KR 08 B-1 Z=34 agyas lánckerék;1.41;Kg.;product/N-KR-1.png;Lánckerekek;Európai;Lánckerék;;;;;;;;;;;34;Normál;;;Agyas lánckerék;;;;;"08B1 egysoros, 34 fogú agyas lánckerék. <p style='color: red;'>Amennyiben a lánckereket megmunkálva kívánja beszerezni, vegye fel a kapcsolatot munkatársunkkal!</p><p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>";4.0;4569.6;27.0;db;product/D-KR-1.png;;
N-KR-10-08B_Z36;KR 08 B-1 Z=36 agyas lánckerék;1.61;Kg.;;;Európai;;;;;;;;;;;;;;;;;;;;;<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;2.0;5056.0;27.0;db;;;
N-KR-4-08B1_Z36_G;"KR 08 B-1 Z=36 agyas lánckerék ""G""";1.61;Kg.;product/N-KR-1_G.png;Lánckerekek;Európai;Lánckerék;;;;;;;;;;;36;Fogedzett;;;Agyas lánckerék;;;;;"08B1 fogedzett, egysoros, 36 fogú agyas lánckerék. <p style='color: red;'>Amennyiben a lánckereket megmunkálva kívánja beszerezni, vegye fel a kapcsolatot munkatársunkkal!</p><p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>";9.0;5056.0;27.0;db;product/D-KR-1.png;;
N-KR-10-08B2_Z18;KR 08 B-2 Z=18 agyas lánckerék;0.86;Kg.;product/N-KR-2.png;Lánckerekek;Európai;Lánckerék;;;;;;;;;;;18;Normál;;;Agyas lánckerék;;;;;"08B2 kétsoros, 18 fogú agyas lánckerék. <p style='color: red;'>Amennyiben a lánckereket megmunkálva kívánja beszerezni, vegye fel a kapcsolatot munkatársunkkal!</p><p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>";8.0;2668.8;27.0;db;product/D-KR-2.png;;
N-KR-10-10B1_Z10;KR 10 B-1 Z=10 agyas lánckerék;0.18;Kg.;product/N-KR-1.png;Lánckerekek;Európai;Lánckerék;;;;;;;;;;;10;Normál;;;Agyas lánckerék;;;;;"10B1 egysoros, 10 fogú agyas lánckerék. <p style='color: red;'>Amennyiben a lánckereket megmunkálva kívánja beszerezni, vegye fel a kapcsolatot munkatársunkkal!</p><p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>";10.0;1260.8;27.0;db;product/D-KR-1.png;;
N-KR-10-10B1_Z11;KR 10 B-1 Z=11 agyas lánckerék;0.26;Kg.;product/N-KR-1.png;Lánckerekek;Európai;Lánckerék;;;;;;;;;;;11;Normál;;;Agyas lánckerék;;;;;"10B1 egysoros, 11 fogú agyas lánckerék. <p style='color: red;'>Amennyiben a lánckereket megmunkálva kívánja beszerezni, vegye fel a kapcsolatot munkatársunkkal!</p><p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>";4.0;1472.0;27.0;db;product/D-KR-1.png;;
N-KR-4-10B1_Z11_G;"KR 10 B-1 Z=11 agyas lánckerék ""G""";0.26;Kg.;product/N-KR-1_G.png;Lánckerekek;Európai;Lánckerék;;;;;;;;;;;11;Fogedzett;;;Agyas lánckerék;;;;;"10B1 fogedzett, egysoros, 11 fogú agyas lánckerék. <p style='color: red;'>Amennyiben a lánckereket megmunkálva kívánja beszerezni, vegye fel a kapcsolatot munkatársunkkal!</p><p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>";3.0;1472.0;27.0;db;product/D-KR-1.png;;
N-KR-10-10B1_Z12;KR 10 B-1 Z=12 agyas lánckerék;0.32;Kg.;product/N-KR-1.png;Lánckerekek;Európai;Lánckerék;;;;;;;;;;;12;Normál;;;Agyas lánckerék;;;;;"10B1 egysoros, 12 fogú agyas lánckerék. <p style='color: red;'>Amennyiben a lánckereket megmunkálva kívánja beszerezni, vegye fel a kapcsolatot munkatársunkkal!</p><p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>";8.0;1715.2;27.0;db;product/D-KR-1.png;;
N-KR-10-10B1_Z13;KR 10 B-1 Z=13 agyas lánckerék;0.4;Kg.;product/N-KR-1.png;Lánckerekek;Európai;Lánckerék;;;;;;;;;;;13;Normál;;;Agyas lánckerék;;;;;"10B1 egysoros, 13 fogú agyas lánckerék. <p style='color: red;'>Amennyiben a lánckereket megmunkálva kívánja beszerezni, vegye fel a kapcsolatot munkatársunkkal!</p><p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>";16.0;1792.0;27.0;db;product/D-KR-1.png;;
N-KR-4-10B1_Z14_G;"KR 10 B-1 Z=14 agyas lánckerék ""G""";0.49;Kg.;product/N-KR-1_G.png;Lánckerekek;Európai;Lánckerék;;;;;;;;;;;14;Fogedzett;;;Agyas lánckerék;;;;;"10B1 fogedzett, egysoros, 14 fogú agyas lánckerék. <p style='color: red;'>Amennyiben a lánckereket megmunkálva kívánja beszerezni, vegye fel a kapcsolatot munkatársunkkal!</p><p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>";10.0;1939.2;27.0;db;product/D-KR-1.png;;
N-KR-10-10B1_Z14;KR 10 B-1 Z=14 agyas lánckerék;0.49;Kg.;product/N-KR-1.png;Lánckerekek;Európai;Lánckerék;;;;;;;;;;;14;Normál;;;Agyas lánckerék;;;;;"10B1 egysoros, 14 fogú agyas lánckerék. <p style='color: red;'>Amennyiben a lánckereket megmunkálva kívánja beszerezni, vegye fel a kapcsolatot munkatársunkkal!</p><p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>";4.0;1939.2;27.0;db;product/D-KR-1.png;;
N-KR-5-10B1_Z15_G;"KR 10 B-1 Z=15 agyas lánckerék ""G""";0.58;Kg.;product/N-KR-1_G.png;Lánckerekek;Európai;Lánckerék;;;;;;;;;;;15;Fogedzett;;;Agyas lánckerék;;;;;"10B1 fogedzett, egysoros, 15 fogú agyas lánckerék. <p style='color: red;'>Amennyiben a lánckereket megmunkálva kívánja beszerezni, vegye fel a kapcsolatot munkatársunkkal!</p><p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>";17.0;2131.2;27.0;db;product/D-KR-1.png;;
N-KR-10-10B1_Z15;KR 10 B-1 Z=15 agyas lánckerék;0.58;Kg.;product/N-KR-1.png;Lánckerekek;Európai;Lánckerék;;;;;;;;;;;15;Normál;;;Agyas lánckerék;;;;;"10B1 egysoros, 15 fogú agyas lánckerék. <p style='color: red;'>Amennyiben a lánckereket megmunkálva kívánja beszerezni, vegye fel a kapcsolatot munkatársunkkal!</p><p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>";5.0;2131.2;27.0;db;product/D-KR-1.png;;
N-KR-10-10B1_Z17;KR 10 B-1 Z=17 agyas lánckerék;0.78;Kg.;product/N-KR-1.png;Lánckerekek;Európai;Lánckerék;;;;;;;;;;;17;Normál;;;Agyas lánckerék;;;;;"10B1 egysoros, 17 fogú agyas lánckerék. <p style='color: red;'>Amennyiben a lánckereket megmunkálva kívánja beszerezni, vegye fel a kapcsolatot munkatársunkkal!</p><p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>";2.0;2585.6;27.0;db;product/D-KR-1.png;;
N-KR-5-10B1_Z18_G;"KR 10 B-1 Z=18 agyas lánckerék ""G""";0.83;Kg.;product/N-KR-1_G.png;Lánckerekek;Európai;Lánckerék;;;;;;;;;;;18;Fogedzett;;;Agyas lánckerék;;;;;"10B1 fogedzett, egysoros, 18 fogú agyas lánckerék. <p style='color: red;'>Amennyiben a lánckereket megmunkálva kívánja beszerezni, vegye fel a kapcsolatot munkatársunkkal!</p><p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>";16.0;3116.8;27.0;db;product/D-KR-1.png;;
N-KR-10-10B1_Z18;KR 10 B-1 Z=18 agyas lánckerék;0.83;Kg.;product/N-KR-1.png;Lánckerekek;Európai;Lánckerék;;;;;;;;;;;18;Normál;;;Agyas lánckerék;;;;;"10B1 egysoros, 18 fogú agyas lánckerék. <p style='color: red;'>Amennyiben a lánckereket megmunkálva kívánja beszerezni, vegye fel a kapcsolatot munkatársunkkal!</p><p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>";5.0;3116.8;27.0;db;product/D-KR-1.png;;
N-KR-5-10B1_Z19_G;"KR 10 B-1 Z=19 agyas lánckerék ""G""";0.88;Kg.;product/N-KR-1_G.png;Lánckerekek;Európai;Lánckerék;;;;;;;;;;;19;Fogedzett;;;Agyas lánckerék;;;;;"10B1 fogedzett, egysoros, 19 fogú agyas lánckerék. <p style='color: red;'>Amennyiben a lánckereket megmunkálva kívánja beszerezni, vegye fel a kapcsolatot munkatársunkkal!</p><p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>";11.0;3116.8;27.0;db;product/D-KR-1.png;;
N-GLPSZ-5-08B2;08 B-2 cseh patentszem;0.017;Kg.;product/N-GLPSZ-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;12,700;;;4,45;34,9;;;;;;;;;;;08B2: 2 soros rugós lemezes rögzítésű acél patentszem. Osztás: 12,700 mm., csaphosszúság: 34,9 mm., csapátmérő: 4,45 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;171.0;570.0;27.0;db;product/D-GLPSZ-2.png;;
N-GLHOK-5-08B2;08 B-2 cseh hajlított összekötőszem;0.017;Kg.;product/N-GLHOK-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;12,700;;;4,45;34,9;;;;;;;;;;;08B2: 2 soros sasszeges rögzítésű hajlított patentszem. Osztás: 12,700 mm., csaphosszúság: 34,9 mm., csapátmérő: 4,45 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;120.0;738.0;27.0;db;product/D-GLHOK-2.png;;
N-GLHOK-5-12B1;12 B-1 cseh hajlított összekötőszem;0.024;Kg.;product/N-GLHOK-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;19,050;;;5,72;27,3;;;;;;;;;;;12B1: 1 soros sasszeges rögzítésű hajlított patentszem. Osztás: 19,050 mm., csaphosszúság: 27,3 mm., csapátmérő: 5,72 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;315.0;710.0;27.0;db;product/D-GLHOK-1.png;;
N-GL-5-12B1;12 B-1 cseh görgőslánc;1.25;Kg.;product/N-GL-1.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;19,050;11,68;12,07;;;;;;;;;;;;;12B1: 1 soros, 19,050 mm. osztású, 11,68 mm belső hevedertávolságú, 12,07 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;189.48;4174.0;27.0;m;product/D-GL-1.png;;
N-GLPSZ-5-12B1;12 B-1 cseh patentszem;0.024;Kg.;product/N-GLPSZ-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;19,050;;;5,72;27,3;;;;;;;;;;;12B1: 1 soros rugós lemezes rögzítésű acél patentszem. Osztás: 19,050 mm., csaphosszúság: 27,3 mm., csapátmérő: 5,72 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;171.0;415.0;27.0;db;product/D-GLPSZ-1.png;;
N-GL-5-08B2;08 B-2 cseh görgőslánc;1.35;Kg.;product/N-GL-2.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;12,700;7,75;8,51;;;;;;;;;;;;;08B2: 2 soros, 12,700 mm. osztású, 7,75 mm belső hevedertávolságú, 8,51 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;93.14;5720.0;27.0;m;product/D-GL-2.png;;
N-GL-4-20A2;20 A-2 görgőslánc;8.0;Kg.;product/N-GL-2.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;31,75;18,9;19,05;;;;;;;;;;;;;20A2: 2 soros, 31,75 mm. osztású, 18,9 mm belső hevedertávolságú, 19,05 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;26.5;23945.0;27.0;m;product/D-GL-2.png;;
N-GLPSZ-4-20A2;20 A-2 patentszem;0.254;Kg.;product/N-GLPSZ-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;31,75;;;9,53;81,2;;;;;;;;;;;20A2: 2 soros rugós lemezes rögzítésű acél patentszem. Osztás: 31,75 mm., csaphosszúság: 81,2 mm., csapátmérő: 9,53 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;100.0;2395.0;27.0;db;product/D-GLPSZ-2.png;;
N-GLHOK-4-20A2;20 A-2 hajlított összekötőszem;0.254;Kg.;product/N-GLHOK-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Hajlított;31,75;;;9,53;81,2;;;;;;;;;;;20A2: 2 soros sasszeges rögzítésű hajlított patentszem. Osztás: 31,75 mm., csaphosszúság: 81,2 mm., csapátmérő: 9,53 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;67.0;4038.0;27.0;db;product/D-GLHOK-2.png;;
N-GLPSZ-1-20A2;20 A-2 patentszem;0.254;Kg.;product/N-GLPSZ-2.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Egyenes;31,75;;;9,53;81,2;;;;;;;;;;;20A2: 2 soros rugós lemezes rögzítésű acél patentszem. Osztás: 31,75 mm., csaphosszúság: 81,2 mm., csapátmérő: 9,53 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;56.0;1461.9;27.0;db;product/D-GLPSZ-2.png;;
N-GLHOK-1-20A2;20 A-2 hajlított összekötőszem;0.254;Kg.;product/N-GLHOK-2.png;Patentszemek;Távol-keleti;Görgőslánc;;;Tömör;Hajlított;31,75;;;9,53;81,2;;;;;;;;;;;20A2: 2 soros sasszeges rögzítésű hajlított patentszem. Osztás: 31,75 mm., csaphosszúság: 81,2 mm., csapátmérő: 9,53 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;29.0;2088.9;27.0;db;product/D-GLHOK-2.png;;
N-GL-2-20A2;20 A-2 görgőslánc;8.0;Kg.;product/N-GL-2.png;Görgősláncok;Távol-keleti;Görgőslánc;Acél;;Tömör;;31,75;18,9;19,05;;;;;;;;;;;;;20A2: 2 soros, 31,75 mm. osztású, 18,9 mm belső hevedertávolságú, 19,05 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;15.2;14307.7;27.0;m;product/D-GL-2.png;;
N-GL-5-20A2;20 A-2 cseh görgőslánc;8.0;Kg.;product/N-GL-2.png;Görgősláncok;Európai;Görgőslánc;Acél;;Tömör;;31,75;18,9;19,05;;;;;;;;;;;;;20A2: 2 soros, 31,75 mm. osztású, 18,9 mm belső hevedertávolságú, 19,05 mm. görgőátmérőjű acél görgőslánc.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;16.23;23945.0;27.0;m;product/D-GL-2.png;;
N-GLPSZ-5-20A2;20 A-2 cseh patentszem;0.254;Kg.;product/N-GLPSZ-2.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;31,75;;;9,53;81,2;;;;;;;;;;;20A2: 2 soros rugós lemezes rögzítésű acél patentszem. Osztás: 31,75 mm., csaphosszúság: 81,2 mm., csapátmérő: 9,53 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;74.0;2395.0;27.0;db;product/D-GLPSZ-2.png;;
N-GLHÖK-5-20A2;20 A-2 cseh hajlított összekötőszem;0.254;Kg.;;;Európai;;;;;;;;;;;;;;;;;;;;;<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;25.0;4038.0;27.0;db;;;
N-GLSPSZ-5-12B1;12 B-1 cseh sasszeges patentszem;0.024;Kg.;product/N-GLSPSZ-1.png;Patentszemek;Európai;Görgőslánc;;;Tömör;Egyenes;19,050;;;5,72;27,3;;;;;;;;;;;12B1: 1 soros sasszeges rögzítésű acél patentszem. Osztás: 19,050 mm., csaphosszúság: 27,3 mm., csapátmérő: 5,72 mm.<p><strong>Figyelem!</strong><br>A termékkép illusztráció, a pontos műszaki tartalmat a cikkszám és a termék megnevezése tartalmazza! Kérdés, kérés esetén hívja munkatársunkat, vagy vegye fel velünk a kapcsolatot!</p>;202.0;457.0;27.0;db;product/D-GLSPSZ-1.png;;
